"tm","regex_mrp","bert990_mrp","regex_uw","bert990_uw","iclaimnsa","iclaimnsa_raw"
196702,NA,NA,NA,NA,2.10073829415193,2.10073829415193
196703,NA,NA,NA,NA,2.02788031863221,2.02788031863221
196704,NA,NA,NA,NA,1.68180493491354,1.68180493491354
196705,NA,NA,NA,NA,1.53001748591412,1.53001748591412
196706,NA,NA,NA,NA,1.66359044103361,1.66359044103361
196707,NA,NA,NA,NA,1.67573343695357,1.67573343695357
196708,NA,NA,NA,NA,1.49965999611424,1.49965999611424
196709,NA,NA,NA,NA,1.50573149407422,1.50573149407422
196710,NA,NA,NA,NA,1.9793083349524,1.9793083349524
196711,NA,NA,NA,NA,1.4571595103944,1.4571595103944
196712,NA,NA,NA,NA,1.36608704099475,1.36608704099475
196713,NA,NA,NA,NA,1.30537206139499,1.30537206139499
196714,NA,NA,NA,NA,1.3539440450748,1.3539440450748
196715,NA,NA,NA,NA,1.52394598795415,1.52394598795415
196716,NA,NA,NA,NA,1.75466291043326,1.75466291043326
196717,NA,NA,NA,NA,1.32358655527492,1.32358655527492
196718,NA,NA,NA,NA,1.31144355935496,1.31144355935496
196719,NA,NA,NA,NA,1.34180104915485,1.34180104915485
196720,NA,NA,NA,NA,1.14144161647562,1.14144161647562
196721,NA,NA,NA,NA,1.07465513891587,1.07465513891587
196722,NA,NA,NA,NA,1.03215465319604,1.03215465319604
196723,NA,NA,NA,NA,1.06251214299592,1.06251214299592
196724,NA,NA,NA,NA,1.14144161647562,1.14144161647562
196725,NA,NA,NA,NA,1.0685836409559,1.0685836409559
196726,NA,NA,NA,NA,1.08072663687585,1.08072663687585
196727,NA,NA,NA,NA,1.2507285797552,1.2507285797552
196728,NA,NA,NA,NA,1.95502234311249,1.95502234311249
196729,NA,NA,NA,NA,1.8760928696328,1.8760928696328
196730,NA,NA,NA,NA,1.71216242471343,1.71216242471343
196731,NA,NA,NA,NA,1.47537400427433,1.47537400427433
196732,NA,NA,NA,NA,1.51787448999417,1.51787448999417
196733,NA,NA,NA,NA,1.1717991062755,1.1717991062755
196734,NA,NA,NA,NA,1.05644064503594,1.05644064503594
196735,NA,NA,NA,NA,0.97143967359627,0.97143967359627
196736,NA,NA,NA,NA,0.9896541674762,0.9896541674762
196737,NA,NA,NA,NA,0.947153681756363,0.947153681756363
196738,NA,NA,NA,NA,1.00179716339615,1.00179716339615
196739,NA,NA,NA,NA,0.941082183796386,0.941082183796386
196740,NA,NA,NA,NA,0.93501068583641,0.93501068583641
196741,NA,NA,NA,NA,1.18394210219545,1.18394210219545
196742,NA,NA,NA,NA,0.965368175636293,0.965368175636293
196743,NA,NA,NA,NA,1.09894113075578,1.09894113075578
196744,NA,NA,NA,NA,1.05644064503594,1.05644064503594
196745,NA,NA,NA,NA,1.23858558383524,1.23858558383524
196746,NA,NA,NA,NA,1.22037108995531,1.22037108995531
